,index,물리학및실험 1,미분적분학,선형대수,확률및랜덤변수,미분방정식,이산구조,디자인적사고,웹/파이선프로그래밍,객체지향프로그래밍,논리회로,컴퓨터구조,자료구조,운영체제,컴퓨터네트워크,소프트웨어공학,알고리즘분석,데이터베이스,오픈소스SW개발,IT기술영어 1,IT기술영어 2,IT기술영어 3,캡스톤디자인 1,캡스톤디자인 2,졸업논문,기계학습,신호와시스템,문제해결,형식언어및컴파일러,파일처리,멀티미디어시스템,시스템분석및설계,프로그래밍언어구조론,SW스타트업비즈니스,SW스타트업프로젝트,최신기술프로젝트 1,최신기술프로젝트 2,최신기술콜로키움 1,최신기술콜로키움 2,단기현장실습,장기현장실습,연구연수활동 1,연구연수활동 2,독립심화학습 1,독립심화학습 2,인공지능,빅데이터프로그래밍,클라우드컴퓨팅,데이터센터프로그래밍,정보보호,모바일프로그래밍,웹서비스프로그래밍,리눅스시스템프로그래밍,IoT디지털시스템,IoT소프트웨어,로봇스프트웨어,영상처리,컴퓨터그래픽스,멀티미디어처리,인간-컴퓨터상호작용,UI/UX프로그래밍,컴퓨터비전,AI네트워킹,IoT네트워크,딥러닝,실전기계학습
95,115,1,1,3,2,4,2,3,1,4,4,3,4,7,6,6,4,7,8,8,4,8,7,7,9,6,0,7,0,0,6,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
96,116,1,1,1,4,2,2,3,1,3,3,4,3,4,6,8,8,7,4,7,8,8,9,9,8,7,0,0,0,0,0,0,0,7,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
97,117,1,1,4,1,2,3,2,1,3,3,6,5,8,7,5,4,5,6,8,6,8,7,7,9,5,0,6,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0
98,118,2,1,4,2,3,4,2,1,4,4,3,5,8,6,7,7,6,6,4,7,8,7,9,9,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7,0,0,0,0,0
99,119,1,1,2,4,3,3,2,1,3,3,6,5,5,5,4,5,4,7,5,6,7,7,8,9,4,0,8,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,120,1,1,1,2,3,3,3,1,3,2,4,6,5,8,8,4,6,7,6,5,5,7,7,9,5,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0
101,121,1,1,1,1,2,4,3,1,3,4,6,3,6,5,6,7,7,5,7,4,6,8,8,9,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,5
102,122,1,1,3,3,2,3,2,1,2,2,5,4,7,7,7,5,5,5,4,4,8,7,9,8,4,8,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
103,123,2,1,2,4,2,4,3,1,2,5,5,5,5,8,5,7,5,6,8,7,6,7,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,7,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0
104,124,1,1,4,4,2,2,2,1,4,3,4,6,8,4,6,6,7,7,5,7,5,7,9,8,5,0,0,0,0,0,0,8,0,7,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
105,126,2,1,4,1,2,4,3,1,4,2,5,5,7,8,6,6,8,5,4,8,8,7,9,9,5,0,0,0,0,0,0,4,0,0,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
106,127,1,1,2,3,2,4,3,1,4,5,4,4,7,7,7,5,6,8,7,5,4,8,8,9,6,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0
107,128,2,1,3,2,4,3,3,1,3,2,5,5,4,6,8,6,6,7,4,4,5,9,9,9,5,0,0,4,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,129,2,1,4,1,3,2,2,1,2,5,5,3,5,7,4,4,8,5,5,6,8,8,8,8,5,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,6,0,0
109,130,1,1,4,2,3,3,3,1,3,2,6,6,4,8,6,7,5,7,6,4,7,7,7,9,7,0,0,0,5,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,131,2,1,1,3,4,2,2,1,4,5,6,5,6,7,5,5,4,6,5,4,5,8,7,8,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0
111,132,1,1,3,4,2,2,2,1,3,5,3,5,7,5,4,5,6,8,7,5,4,7,9,9,6,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0
112,133,2,1,3,4,4,3,2,1,3,5,5,3,6,6,6,8,7,4,5,4,6,7,7,9,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,7,0,0,0,0,0,0
113,134,2,1,4,1,4,3,2,1,3,2,4,3,7,7,8,8,8,5,8,6,4,9,8,8,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
114,136,1,1,4,3,2,2,2,1,3,4,3,5,5,7,7,4,6,4,6,6,8,7,9,8,5,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
115,137,1,1,1,4,3,4,2,1,3,3,4,4,7,6,7,5,7,8,8,5,4,7,8,9,7,0,0,0,0,0,0,8,0,0,0,0,0,7,0,5,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,138,1,1,1,4,3,4,2,1,3,5,5,4,7,5,7,7,8,4,4,8,4,8,7,8,6,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,8
117,139,1,1,2,2,3,2,3,1,3,4,6,6,7,6,8,6,6,8,7,6,5,9,9,8,7,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0
118,140,2,1,1,4,4,4,2,1,2,5,6,6,4,7,6,5,5,6,8,4,4,7,9,9,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8
119,141,1,1,4,3,2,3,2,1,4,5,6,3,8,7,7,5,5,5,5,4,8,9,8,8,5,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0
120,142,2,1,4,1,4,3,3,1,4,3,5,5,4,5,7,8,7,6,8,7,6,9,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,6,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0
121,143,2,1,3,4,4,3,3,1,4,5,5,5,4,6,7,5,6,5,6,7,5,8,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,8,0,6,0,8,0,0
122,144,2,1,1,2,2,3,2,1,4,3,6,3,6,4,7,4,4,4,8,4,8,8,9,9,5,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
123,145,2,1,2,4,2,3,3,1,4,5,6,4,8,7,5,8,8,8,4,8,6,9,9,9,4,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0
124,147,2,1,4,1,2,3,2,1,2,5,6,3,7,6,8,6,7,5,8,6,5,9,8,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,8,0,0,0,0,0,4,0,0,0
125,149,1,1,3,3,4,4,2,1,4,3,3,4,7,4,8,5,8,8,7,5,7,7,7,8,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,6,0
126,150,2,1,4,4,2,4,3,1,4,5,3,6,6,8,7,7,4,5,7,6,7,7,8,8,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0
127,151,1,1,4,1,3,4,3,1,2,5,4,5,6,8,6,7,7,6,7,5,5,7,9,9,7,0,0,0,4,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0
128,152,2,1,4,1,4,4,3,1,3,5,6,5,7,7,8,4,6,5,4,6,7,9,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,6,0,0,0,0,0,0,0,0
129,153,2,1,2,3,2,2,3,1,3,3,4,5,7,6,4,7,6,8,4,4,5,7,8,9,5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
130,154,2,1,2,1,3,3,2,1,4,3,6,4,4,8,6,6,5,7,5,4,7,7,7,9,6,0,0,0,0,0,4,0,0,5,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
131,155,2,1,2,3,4,3,3,1,2,3,6,6,7,8,6,6,5,7,7,6,8,7,7,9,7,0,0,0,5,0,0,0,0,0,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
132,156,2,1,4,3,3,2,2,1,3,4,3,3,5,4,5,7,4,7,4,4,5,9,8,8,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6
133,157,1,1,1,3,2,3,3,1,4,3,6,3,4,6,8,5,7,7,8,7,6,8,9,8,4,0,0,0,0,8,8,0,0,7,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,158,2,1,2,2,3,2,3,1,4,2,3,4,6,4,7,6,8,4,4,7,7,9,9,9,6,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0
135,159,2,1,4,3,2,2,3,1,3,5,3,5,6,6,6,4,5,8,7,4,7,8,7,8,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0
136,160,1,1,2,1,4,2,3,1,3,2,6,4,5,4,8,7,7,5,7,5,6,8,7,9,6,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
137,161,2,1,3,2,2,3,3,1,4,5,5,3,6,4,5,6,6,8,8,4,7,7,7,9,6,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,162,2,1,2,3,2,4,2,1,2,2,5,4,7,8,5,4,5,8,4,7,4,8,7,8,5,8,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,163,1,1,3,2,4,4,3,1,3,4,4,3,8,5,5,8,8,4,8,4,6,9,9,8,7,0,8,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
140,164,2,1,1,2,3,4,2,1,4,5,3,5,7,4,7,7,8,8,4,5,5,9,8,9,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,8,0,0
141,165,1,1,4,2,4,4,2,1,3,2,5,4,6,5,7,7,4,8,7,4,5,8,9,8,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
142,166,1,1,4,1,2,2,3,1,3,5,5,4,5,7,4,4,8,6,8,8,7,7,8,9,4,0,5,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
143,168,2,1,3,3,3,3,2,1,4,2,4,6,5,7,4,8,7,7,8,4,6,8,7,8,4,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0
144,170,2,1,3,2,4,3,3,1,4,4,5,3,6,4,5,5,4,5,4,6,6,7,9,9,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,8,0,0,0
145,171,1,1,3,4,4,2,3,1,3,3,5,6,6,8,7,4,6,6,4,8,4,8,9,8,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,5,0,0
146,172,1,1,4,3,4,2,2,1,3,2,4,5,7,4,6,7,5,8,6,6,5,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,6,0,4,0,0,5,0
147,173,1,1,1,2,3,3,2,1,4,5,3,4,4,8,5,6,4,6,4,5,5,8,9,8,7,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
148,174,2,1,4,3,2,3,2,1,3,3,5,3,7,4,7,5,8,6,5,7,7,9,7,8,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,5,0,0,0,0,0,4,0,0,0,0
149,175,2,1,3,4,3,2,2,1,3,3,3,6,7,8,5,7,5,6,4,6,7,9,7,8,4,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
150,176,1,1,2,4,4,3,2,1,4,4,6,3,6,5,7,4,6,6,5,8,6,8,7,9,4,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0
151,177,2,1,1,4,4,2,3,1,4,3,5,5,5,8,4,6,6,4,8,5,5,7,9,9,4,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,178,2,1,3,1,4,3,2,1,2,2,5,6,6,8,7,8,5,6,5,6,4,8,7,8,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
153,179,1,1,3,4,4,2,2,1,3,4,5,6,8,6,8,4,4,7,7,8,5,7,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0
154,180,2,1,2,1,2,2,3,1,2,3,3,4,6,4,8,4,8,7,7,8,6,9,9,8,6,0,0,5,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
155,181,1,1,2,3,4,4,3,1,3,4,5,6,7,7,4,7,6,5,6,7,7,8,8,8,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,5,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
156,182,1,1,4,1,4,2,3,1,4,4,3,4,7,8,6,7,8,4,7,5,7,7,7,8,5,0,0,0,0,5,0,8,0,0,0,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,183,2,1,2,1,3,4,3,1,2,5,6,3,8,6,6,5,8,8,4,4,8,9,7,8,7,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
158,184,2,1,3,1,4,2,2,1,2,5,6,6,5,7,6,6,7,8,8,4,4,7,8,9,7,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
159,185,1,1,4,4,4,3,3,1,2,3,4,4,4,7,8,6,5,8,8,6,6,7,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0
160,186,1,1,3,3,4,4,2,1,3,5,4,5,6,5,8,4,4,6,5,7,6,9,7,9,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,5,0,8,0,0,0,0
161,187,1,1,4,3,4,2,3,1,4,5,5,5,5,7,6,8,5,6,4,5,7,9,9,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
162,188,1,1,2,1,4,4,3,1,2,2,4,6,7,7,7,6,5,7,8,6,8,9,7,9,4,5,0,0,4,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
163,189,2,1,3,4,2,3,2,1,4,4,4,4,5,8,5,8,5,8,7,5,7,8,7,9,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,7,8,0,0,0,0,0,0,0
164,190,1,1,4,1,2,2,3,1,3,2,5,3,4,7,8,8,8,7,8,7,4,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0
165,191,1,1,3,4,3,4,2,1,2,4,5,3,8,7,4,8,4,7,4,7,8,7,8,8,7,0,0,5,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0
166,193,2,1,4,1,4,4,3,1,3,2,5,6,5,7,6,5,6,4,5,8,8,9,7,9,7,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7
167,194,1,1,3,2,2,4,2,1,4,4,3,4,4,8,5,6,5,6,6,7,6,8,7,9,5,0,0,8,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
168,195,2,1,2,1,4,3,2,1,3,2,3,3,5,8,8,7,6,6,6,4,4,9,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
169,196,1,1,3,1,2,4,2,1,3,4,5,5,7,5,5,7,7,4,8,7,4,8,8,8,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0
170,197,2,1,4,3,3,4,3,1,4,5,5,6,6,4,8,6,6,8,6,8,4,9,8,9,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
171,198,1,1,2,4,2,4,2,1,2,5,6,5,6,7,6,8,6,6,8,8,5,9,7,8,4,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,4,0,0,0,0,0
172,199,1,1,2,3,3,4,3,1,3,3,3,5,7,7,5,5,6,6,5,7,4,7,7,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
173,200,1,1,4,4,4,4,2,1,2,3,5,4,7,4,7,5,8,7,5,8,6,9,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0
174,201,1,1,4,4,2,2,2,1,2,3,4,3,4,6,8,4,7,6,6,7,7,8,9,9,4,0,0,6,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0
175,202,1,1,4,2,4,3,3,1,2,3,3,4,8,6,7,7,7,7,5,7,7,9,9,9,6,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0
176,203,1,1,4,4,2,3,2,1,3,4,4,6,7,7,6,6,6,5,4,7,6,7,9,8,7,7,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
177,204,1,1,1,3,3,3,2,1,2,4,5,5,5,4,7,6,7,8,4,7,5,9,8,8,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0
178,205,1,1,4,3,2,4,2,1,2,2,5,6,4,7,5,7,6,8,7,6,4,9,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,8
179,206,1,1,1,1,2,4,3,1,3,4,6,4,8,5,5,4,7,6,6,7,7,9,9,9,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
180,209,2,1,2,3,2,3,3,1,4,2,4,4,8,7,6,7,5,8,7,5,4,7,9,8,4,0,0,0,7,0,0,0,0,7,0,0,0,0,6,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,210,2,1,4,1,2,3,2,1,2,2,5,5,6,5,7,5,7,7,8,6,7,7,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0
182,211,2,1,1,1,2,2,3,1,2,5,3,5,6,8,6,8,5,8,5,7,4,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0
183,212,1,1,1,3,4,3,3,1,3,4,5,3,4,5,8,6,6,7,5,8,7,9,9,9,4,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
184,213,2,1,2,3,3,4,3,1,4,5,3,4,5,5,6,8,8,8,6,4,8,9,8,9,7,0,0,0,0,7,8,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
185,214,1,1,1,4,4,2,3,1,3,5,5,3,8,7,7,8,5,5,5,5,4,9,9,8,4,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0
186,215,2,1,4,4,4,2,2,1,2,5,4,6,8,8,8,4,7,5,6,6,7,9,9,9,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0
187,216,2,1,1,3,3,2,2,1,4,3,4,3,5,4,6,4,6,6,7,6,4,9,7,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6
188,217,1,1,2,4,2,3,2,1,2,5,4,3,6,4,6,7,8,8,7,7,4,9,7,9,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0
189,218,2,1,3,2,3,4,3,1,4,5,4,6,7,6,6,4,5,5,6,8,6,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0
190,219,2,1,4,4,3,4,3,1,4,4,3,6,5,5,4,5,7,7,5,6,5,8,8,9,5,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
191,220,2,1,4,4,2,3,3,1,2,2,6,5,8,6,7,6,4,4,4,8,8,9,9,8,5,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
192,221,1,1,4,3,4,3,2,1,3,5,6,5,4,4,8,8,5,6,7,6,6,7,9,9,7,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0
193,222,1,1,3,2,2,2,3,1,2,5,3,5,5,4,6,5,6,6,8,4,7,9,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,7,0
194,223,1,1,3,4,3,2,2,1,4,5,6,6,7,7,8,8,8,8,8,7,5,7,8,9,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
